HORA,ESTRATEGIA,ACTIVO,RUTA,SPREAD_RAW,PNL_EST,ETAPA,ESTADO,DETALLE
09:14:18.263,TEST_STRAT,BTC,Bin->Bybit,5,0000%,0,0000,RADAR,CANDIDATO,Prueba 1
09:14:18.292,STRESS_STRAT,COIN20,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #20
09:14:18.292,STRESS_STRAT,COIN16,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #16
09:14:18.292,STRESS_STRAT,COIN21,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #21
09:14:18.293,STRESS_STRAT,COIN22,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #22
09:14:18.293,STRESS_STRAT,COIN23,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #23
09:14:18.293,STRESS_STRAT,COIN24,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #24
09:14:18.292,STRESS_STRAT,COIN17,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #17
09:14:18.293,STRESS_STRAT,COIN27,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #27
09:14:18.293,STRESS_STRAT,COIN25,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #25
09:14:18.293,STRESS_STRAT,COIN28,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #28
09:14:18.293,STRESS_STRAT,COIN29,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #29
09:14:18.293,STRESS_STRAT,COIN30,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #30
09:14:18.293,STRESS_STRAT,COIN31,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #31
09:14:18.291,STRESS_STRAT,COIN11,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #11
09:14:18.293,STRESS_STRAT,COIN26,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #26
09:14:18.292,STRESS_STRAT,COIN19,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #19
09:14:18.294,STRESS_STRAT,COIN35,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #35
09:14:18.294,STRESS_STRAT,COIN36,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #36
09:14:18.294,STRESS_STRAT,COIN37,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #37
09:14:18.294,STRESS_STRAT,COIN38,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #38
09:14:18.294,STRESS_STRAT,COIN39,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #39
09:14:18.293,STRESS_STRAT,COIN33,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #33
09:14:18.294,STRESS_STRAT,COIN41,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #41
09:14:18.294,STRESS_STRAT,COIN42,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #42
09:14:18.294,STRESS_STRAT,COIN40,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #40
09:14:18.294,STRESS_STRAT,COIN43,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #43
09:14:18.294,STRESS_STRAT,COIN45,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #45
09:14:18.294,STRESS_STRAT,COIN44,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #44
09:14:18.295,STRESS_STRAT,COIN46,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #46
09:14:18.295,STRESS_STRAT,COIN47,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #47
09:14:18.295,STRESS_STRAT,COIN48,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #48
09:14:18.295,STRESS_STRAT,COIN50,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #50
09:14:18.295,STRESS_STRAT,COIN49,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #49
09:14:18.297,STRESS_STRAT,COIN79,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #79
09:14:18.297,STRESS_STRAT,COIN82,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #82
09:14:18.297,STRESS_STRAT,COIN83,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #83
09:14:18.295,STRESS_STRAT,COIN51,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #51
09:14:18.295,STRESS_STRAT,COIN53,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #53
09:14:18.293,STRESS_STRAT,COIN34,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #34
09:14:18.298,STRESS_STRAT,COIN85,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #85
09:14:18.298,STRESS_STRAT,COIN87,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #87
09:14:18.298,STRESS_STRAT,COIN86,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #86
09:14:18.293,STRESS_STRAT,COIN32,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #32
09:14:18.298,STRESS_STRAT,COIN88,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #88
09:14:18.300,STRESS_STRAT,COIN113,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #113
09:14:18.300,STRESS_STRAT,COIN114,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #114
09:14:18.300,STRESS_STRAT,COIN117,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #117
09:14:18.300,STRESS_STRAT,COIN115,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #115
09:14:18.300,STRESS_STRAT,COIN118,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #118
09:14:18.300,STRESS_STRAT,COIN119,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #119
09:14:18.300,STRESS_STRAT,COIN121,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #121
09:14:18.300,STRESS_STRAT,COIN120,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #120
09:14:18.300,STRESS_STRAT,COIN122,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #122
09:14:18.300,STRESS_STRAT,COIN123,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #123
09:14:18.300,STRESS_STRAT,COIN124,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #124
09:14:18.300,STRESS_STRAT,COIN126,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #126
09:14:18.300,STRESS_STRAT,COIN128,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #128
09:14:18.301,STRESS_STRAT,COIN130,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #130
09:14:18.295,STRESS_STRAT,COIN54,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #54
09:14:18.295,STRESS_STRAT,COIN57,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #57
09:14:18.295,STRESS_STRAT,COIN55,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #55
09:14:18.301,STRESS_STRAT,COIN133,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #133
09:14:18.295,STRESS_STRAT,COIN58,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #58
09:14:18.301,STRESS_STRAT,COIN134,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #134
09:14:18.301,STRESS_STRAT,COIN129,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #129
09:14:18.296,STRESS_STRAT,COIN60,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #60
09:14:18.296,STRESS_STRAT,COIN59,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #59
09:14:18.296,STRESS_STRAT,COIN61,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #61
09:14:18.301,STRESS_STRAT,COIN135,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #135
09:14:18.295,STRESS_STRAT,COIN56,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #56
09:14:18.301,STRESS_STRAT,COIN136,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #136
09:14:18.296,STRESS_STRAT,COIN62,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #62
09:14:18.295,STRESS_STRAT,COIN52,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #52
09:14:18.296,STRESS_STRAT,COIN64,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #64
09:14:18.296,STRESS_STRAT,COIN65,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #65
09:14:18.302,STRESS_STRAT,COIN138,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #138
09:14:18.296,STRESS_STRAT,COIN66,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #66
09:14:18.302,STRESS_STRAT,COIN139,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #139
09:14:18.301,STRESS_STRAT,COIN137,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #137
09:14:18.296,STRESS_STRAT,COIN63,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #63
09:14:18.296,STRESS_STRAT,COIN67,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #67
09:14:18.296,STRESS_STRAT,COIN68,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #68
09:14:18.302,STRESS_STRAT,COIN140,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #140
09:14:18.296,STRESS_STRAT,COIN69,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #69
09:14:18.302,STRESS_STRAT,COIN141,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #141
09:14:18.302,STRESS_STRAT,COIN142,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #142
09:14:18.297,STRESS_STRAT,COIN70,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #70
09:14:18.297,STRESS_STRAT,COIN71,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #71
09:14:18.297,STRESS_STRAT,COIN73,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #73
09:14:18.302,STRESS_STRAT,COIN143,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #143
09:14:18.297,STRESS_STRAT,COIN72,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #72
09:14:18.297,STRESS_STRAT,COIN74,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #74
09:14:18.302,STRESS_STRAT,COIN144,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #144
09:14:18.302,STRESS_STRAT,COIN145,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #145
09:14:18.297,STRESS_STRAT,COIN76,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #76
09:14:18.297,STRESS_STRAT,COIN75,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #75
09:14:18.297,STRESS_STRAT,COIN77,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #77
09:14:18.302,STRESS_STRAT,COIN146,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #146
09:14:18.297,STRESS_STRAT,COIN78,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #78
09:14:18.303,STRESS_STRAT,COIN148,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #148
09:14:18.303,STRESS_STRAT,COIN147,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #147
09:14:18.297,STRESS_STRAT,COIN81,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #81
09:14:18.297,STRESS_STRAT,COIN80,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #80
09:14:18.298,STRESS_STRAT,COIN84,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #84
09:14:18.303,STRESS_STRAT,COIN149,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #149
09:14:18.303,STRESS_STRAT,COIN150,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #150
09:14:18.301,STRESS_STRAT,COIN132,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #132
09:14:18.303,STRESS_STRAT,COIN151,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #151
09:14:18.303,STRESS_STRAT,COIN153,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #153
09:14:18.300,STRESS_STRAT,COIN127,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #127
09:14:18.303,STRESS_STRAT,COIN155,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #155
09:14:18.303,STRESS_STRAT,COIN156,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #156
09:14:18.303,STRESS_STRAT,COIN152,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #152
09:14:18.304,STRESS_STRAT,COIN157,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #157
09:14:18.304,STRESS_STRAT,COIN158,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #158
09:14:18.304,STRESS_STRAT,COIN159,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #159
09:14:18.304,STRESS_STRAT,COIN160,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #160
09:14:18.304,STRESS_STRAT,COIN161,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #161
09:14:18.304,STRESS_STRAT,COIN162,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #162
09:14:18.304,STRESS_STRAT,COIN163,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #163
09:14:18.304,STRESS_STRAT,COIN164,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #164
09:14:18.304,STRESS_STRAT,COIN165,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #165
09:14:18.304,STRESS_STRAT,COIN166,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #166
09:14:18.304,STRESS_STRAT,COIN168,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #168
09:14:18.304,STRESS_STRAT,COIN169,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #169
09:14:18.305,STRESS_STRAT,COIN170,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #170
09:14:18.305,STRESS_STRAT,COIN171,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #171
09:14:18.305,STRESS_STRAT,COIN173,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #173
09:14:18.305,STRESS_STRAT,COIN172,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #172
09:14:18.305,STRESS_STRAT,COIN175,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #175
09:14:18.305,STRESS_STRAT,COIN176,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #176
09:14:18.305,STRESS_STRAT,COIN178,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #178
09:14:18.305,STRESS_STRAT,COIN179,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #179
09:14:18.305,STRESS_STRAT,COIN180,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #180
09:14:18.305,STRESS_STRAT,COIN181,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #181
09:14:18.305,STRESS_STRAT,COIN182,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #182
09:14:18.305,STRESS_STRAT,COIN183,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #183
09:14:18.306,STRESS_STRAT,COIN186,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #186
09:14:18.306,STRESS_STRAT,COIN187,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #187
09:14:18.306,STRESS_STRAT,COIN189,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #189
09:14:18.306,STRESS_STRAT,COIN190,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #190
09:14:18.306,STRESS_STRAT,COIN192,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #192
09:14:18.298,STRESS_STRAT,COIN89,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #89
09:14:18.298,STRESS_STRAT,COIN90,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #90
09:14:18.306,STRESS_STRAT,COIN193,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #193
09:14:18.301,STRESS_STRAT,COIN131,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #131
09:14:18.298,STRESS_STRAT,COIN91,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #91
09:14:18.298,STRESS_STRAT,COIN92,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #92
09:14:18.298,STRESS_STRAT,COIN94,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #94
09:14:18.306,STRESS_STRAT,COIN184,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #184
09:14:18.307,STRESS_STRAT,COIN197,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #197
09:14:18.307,STRESS_STRAT,COIN154,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #154
09:14:18.307,STRESS_STRAT,COIN199,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #199
09:14:18.307,STRESS_STRAT,COIN198,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #198
09:14:18.307,STRESS_STRAT,COIN201,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #201
09:14:18.307,STRESS_STRAT,COIN200,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #200
09:14:18.307,STRESS_STRAT,COIN202,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #202
09:14:18.307,STRESS_STRAT,COIN203,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #203
09:14:18.307,STRESS_STRAT,COIN204,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #204
09:14:18.307,STRESS_STRAT,COIN205,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #205
09:14:18.308,STRESS_STRAT,COIN206,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #206
09:14:18.308,STRESS_STRAT,COIN207,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #207
09:14:18.308,STRESS_STRAT,COIN208,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #208
09:14:18.308,STRESS_STRAT,COIN209,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #209
09:14:18.308,STRESS_STRAT,COIN210,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #210
09:14:18.308,STRESS_STRAT,COIN211,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #211
09:14:18.308,STRESS_STRAT,COIN212,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #212
09:14:18.308,STRESS_STRAT,COIN213,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #213
09:14:18.308,STRESS_STRAT,COIN214,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #214
09:14:18.307,STRESS_STRAT,COIN196,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #196
09:14:18.306,STRESS_STRAT,COIN194,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #194
09:14:18.308,STRESS_STRAT,COIN216,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #216
09:14:18.308,STRESS_STRAT,COIN217,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #217
09:14:18.308,STRESS_STRAT,COIN218,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #218
09:14:18.309,STRESS_STRAT,COIN219,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #219
09:14:18.309,STRESS_STRAT,COIN220,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #220
09:14:18.309,STRESS_STRAT,COIN221,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #221
09:14:18.309,STRESS_STRAT,COIN222,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #222
09:14:18.309,STRESS_STRAT,COIN223,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #223
09:14:18.309,STRESS_STRAT,COIN224,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #224
09:14:18.309,STRESS_STRAT,COIN225,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #225
09:14:18.309,STRESS_STRAT,COIN226,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #226
09:14:18.309,STRESS_STRAT,COIN227,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #227
09:14:18.309,STRESS_STRAT,COIN229,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #229
09:14:18.309,STRESS_STRAT,COIN228,ExA->ExB,0,5000%,1,5000,EJECUCION,DISPARANDO,Hilo Virtual #228
